label,text
Household,"Okayji Self Adhesive Felt Material Pads for Furniture Floor Scratch Protection Guards, 33 Pieces (Mix Shape and Size) This product is from the house of spider juice. This anti-skid felt material foam protection pads are great for protecting floor and household surface from scratch caused by furniture, and also use to fill uneven legs of furniture and appliances. It is designed with anti-skid felt material foam material and to be self-adhesive, just peel the protector pad from the backing sheet and position the pad on to the surface where it to be. 1. Easy to install. Make sure to clean and dry the chair feet, then stick the self-adhesive felt pad. we recommend to install it at night then wait 12 hours before start to use the chair.2. These EVA felt pad also apply to recover the uneven or damaged of the foot.3. Protect the floor from scratches.4. Prevent noise when dragging furniture create a quiet environment.5. Anti-skid. Self-adhesive on the back side strongly stick to furniture feet prevent slippage between the floor and furniture."
Household,"Steelman 10 chal CY Door Lock with 3 Keys for high Security,universally Operated from Both Side of The Door,Mild Steel Steelman 10 chal CY Door lock with 3 Regular keys with 3 Keys overview:This lock from the house of steelman is a perfect lock to secure your home and office .The strong and durable lock looks stylish and is made to work well with all types of homes,and commercial places .Door lock are produced for main doors and can be set on the edge of the door(mortis lock or latch) or can be set with in a box which is mounted on the face of the door.This type of door lock operates only by key from both sides .Mainly used for large doors ,main gates outside houses.Brand: Steelman Includes:1 lock and 3 keys . Material:MS. Size:24 cm by 12 cmShape:door type lock. Key Pattern:RegularKey Metal:Brass Cylinder:Brass Company Profile: Steelman Impex A leading Security solutions provider (Locks and Hardware) with having more then 38 years of industry experience exporting or serving to many countries as well as in India with strong brand value and quality products. We always use quality raw materials, high engineering techniques, smooth and long life plating on products, strong and attractive customized packaging to deliver safely to its end users."
Household,"Adonai Hardware 4.25"" Iron Gate Bolt (Supplied as 2 Pieces per Pack) Door bolts is given an all new look and your outlook is going to change forever as the 4.25"" Iron Door Bolt is the one you were looking for your smart interiors. Packed with its original qualities but comes with a range of ten different finishes to suit every mood and your home décor also. Made with mild steel and comes with an extended warranty is just the one you were looking for it is sturdy from inside and fancy from outside."
Household,"Adonai Hardware Black Antique Iron Gate Spring (6"") Size name:6""   It is easy to rely on this screw for your doors. The quality of the screw is of top most perfection where it delivers. You get the best possible spring action with the spring that can be achieved nowhere else. The gate spring comes in a study finish and the smooth action that will make your doors worthwhile. The overall dimension of the spring is 6” that can be easily matched with most of the doors. You get the screws and the rod as an accessory to complete the look."
Household,"Godrej Locks Duralock - 3 Keys (70mm) Size:70 mm   Security Solutions You Can Trust Planning a holiday, renovating your new apartment or buying a new showroom for business expansion? With the Godrej duralock lock, security should not be your concern. Duralock has a stainless steel body which gives it a sturdy finish and an electroplated shackle that prevents damage caused by a crowbar or hacksaw. Moreover, the mechanical locking system in duralock has a self-locking technology that locks automatically when the shackle is pressed. The shackle gets engaged from both ends in the Godrej lock, making it more difficult for burglars to open it.Maintenance-free Locking Solutions Godrej duralock lock with 3 keys comes with an advanced 14-pin row cylinder technology that is useful for creating maximum number of combination keys. This ensures confidentiality and security for your prized possessions. It is suitable for use in apartment doors, building main gates, as well as bank vaults or other commercial establishments. This stainless steel lock is made of rust-resistant components that ensure smooth functioning for years without requiring any care or maintenance. The stainless steel surface is strong enough to withstand heat, dust, moisture and rough use.Brand: GodrejIncludes: One lock and three keysMaterial: Stainless steel 304Size: 70mmShackle Diameter: 11.10mmShut Height: 40mmShackle: Hardened steelTop and Bottom Plate: CRCA steelTechnology: Advanced 14-pin technologyFor use at main doors in homes and commercial establishments"
Household,Lepose SAI High Grade Metal Mail Box/Letter Box (Black) Lepose provides a classy mailbox. It is available in black colour. It is made up of SAI high grade metal.
Household,Adonai Hardware Twisted Ring Black Antique Iron Gate Latch The twisted design on the latch makes it more vulnerable yet very strong. It has the sturdiness required of it and the feminine look that catches the eyeballs easily. The latch can be used for your decors that are set according to a theme or even otherwise. The different metal polishes that are available for this latch can be used to give a different look each time. There is a smart design that runs along all through the latch which is made of cast iron.
Household,Gates 55Vx800 Super Hc Molded Notch Powerband Belt 5Vx Section 318 Overall This gates super hc notched banded power transmission vbelt reduces bending stress as the belt wraps around small diameter pulleys. It is made of epdm ethylene propylene diene monomer rubber for resistance to weathering oils water and some solvents. Its cords are bonded to the body are strongly bonded to the body of the belt for equal load distribution and reducing bending stress without deterioration of the cord. Notches molded into the underside create the flexibility needed to fit smaller diameter sheaves while maintaining strength and traction. A highstrength tie band permanently joins two or more belts to provide lateral rigidity guiding the belt in a straight line and preventing iting off the drive. This powerband construction allows multiple belts to function as a single unit with even load distribution and each strand fitting securely in the sheave groove. It has a working temperature range of 65 to 250 degrees f to protect the belt from cracking and meets
Household,"Wonder Secure Anti Theft Motion Sensor Alarm Lock For Home,Office And Bikes Description:- Heavy Duty Steel Alarm Padlock,Item Description,Ideal for sheds,caravans,gates,bikes,motorcycles etc.,Pick resistant keyhole,Batteries not accessible when locked,Padlock measures approx. 122mm (4.75 inches) high,Weatherproof,Long life batteries included and pre fitted,3 special cut keys.To set the lock alarm simply remove the shackle,turn it round and push the shackle into the housing and turn the key. The unit will emit a short bleep to indicate that the alarm is activated. If the padlock is disturbed,it will activate the full alarm.,Powered by Turbo Lister"
Household,"AQUIEEN Exclusive Wall Mounted Door Stopper/Door Silencer/Back Stopper/Premium GATE Stopper Chrome Finish DS-931 (Pack of 2) Aquieen products are designed to meet the high end needs of consumers belonging to all from simple cabinet handles to mortise locks coat hooks, curtain brackets, bathroom fittings etc. Our products are designed to make your life easier. Quality products at good prices are major aspects that make aquieen a preferable brand. With an open mind, and creativity, aquieen hardware can produce results much above your expectations."
Household,"Planet High Grade Metal Wall Mount Mail Box/Letter Box for gate and Wall (Ivory-Black) Planet offers an excellent unique letter box. It has strong, sturdy lock. High grade iron material body will keep your mail safe and secure. Long last powder coating and nice black color enhance your exterior look."
Household,"RAMSON Major Deluxe Steel Double Locking 7 Lever Lock with 5 Keys (57 MM) Size:57 MM   Ramson Major DX Double Locking with 5 keys Padlock used in your Home, Office,Garage & Shop Door & shutter Etc Why is double locking is much better? Most padlocks will open if you cut the shackle. However, if it is double locked then even if you cut it, then both sides of the shackle remain in place. The bottom line is that you cut it once and it still remains locked and in place. You need to then cut it again to make a big enough gap to get it off the gate, chain or hasp it is attached to. This makes it twice as difficult to get into and often a criminal might give up after one cut. If you’re looking for a high security padlock then make sure it is double locking."
Household,Lepose SAI High Grade Metal Mail Box/Letter Box (Black) Lepose provides a classy mailbox. It is available in black colour. It is made up of SAI high grade metal.
Household,"Planet High Grade Metal Wall Mount Mail Box/Letter Box for gate and Wall (Ivory-Black) Planet offers an excellent unique letter box. It has strong, sturdy lock. High grade iron material body will keep your mail safe and secure. Long last powder coating and nice black color enhance your exterior look."
Household,"Adonai Hardware Black Antique Iron Gate Spring (6"") Size name:6""   It is easy to rely on this screw for your doors. The quality of the screw is of top most perfection where it delivers. You get the best possible spring action with the spring that can be achieved nowhere else. The gate spring comes in a study finish and the smooth action that will make your doors worthwhile. The overall dimension of the spring is 6” that can be easily matched with most of the doors. You get the screws and the rod as an accessory to complete the look."
Household,"Godrej Locks Duralock - 3 Keys (70mm) Size:70 mm   Security Solutions You Can Trust Planning a holiday, renovating your new apartment or buying a new showroom for business expansion? With the Godrej duralock lock, security should not be your concern. Duralock has a stainless steel body which gives it a sturdy finish and an electroplated shackle that prevents damage caused by a crowbar or hacksaw. Moreover, the mechanical locking system in duralock has a self-locking technology that locks automatically when the shackle is pressed. The shackle gets engaged from both ends in the Godrej lock, making it more difficult for burglars to open it.Maintenance-free Locking Solutions Godrej duralock lock with 3 keys comes with an advanced 14-pin row cylinder technology that is useful for creating maximum number of combination keys. This ensures confidentiality and security for your prized possessions. It is suitable for use in apartment doors, building main gates, as well as bank vaults or other commercial establishments. This stainless steel lock is made of rust-resistant components that ensure smooth functioning for years without requiring any care or maintenance. The stainless steel surface is strong enough to withstand heat, dust, moisture and rough use.Brand: GodrejIncludes: One lock and three keysMaterial: Stainless steel 304Size: 70mmShackle Diameter: 11.10mmShut Height: 40mmShackle: Hardened steelTop and Bottom Plate: CRCA steelTechnology: Advanced 14-pin technologyFor use at main doors in homes and commercial establishments"
Household,HORSEMAN Long Shackle 7 Levers Steel lock With 3 Keys Very Useful For collapsible gate of Grill Gate (Long Shackle 50mm_127) Size:50mm   HOREMAN T-26 7 Levers Steel Long Shackle Padlock Very Useful For collapsible gate of Grill Gate (50mm)
Household,"AQUIEEN Exclusive Wall Mounted Door Stopper/Door Silencer/Back Stopper/Premium GATE Stopper Antique Brass Finish DS-932 (Pack of 2) Aquieen products are designed to meet the high end needs of consumers belonging to all from simple cabinet handles to mortise locks coat hooks, curtain brackets, bathroom fittings etc. Our products are designed to make your life easier. Quality products at good prices are major aspects that make aquieen a preferable brand. With an open mind, and creativity, aquieen hardware can produce results much above your expectations."
Household,Lepose Sai Metal Letter Box (Red) Mail box made of meatl material with red and ivory in colour for home use.
Household,HORSEMAN T-26 7 Levers Steel Door Lock Very Useful for Main Door of Apartments & Marketing Complex (12 Keys_122) Size:12 Keys   HORSEMAN T-26 7 Levers Steel Door Lock Very Useful for Main Door of Apartments & Marketing Complex(12 Keys)
Household,"RAMSON Major Deluxe Steel Double Locking 7 Lever Lock with 5 Keys (57 MM) Size:57 MM   Ramson Major DX Double Locking with 5 keys Padlock used in your Home, Office,Garage & Shop Door & shutter Etc Why is double locking is much better? Most padlocks will open if you cut the shackle. However, if it is double locked then even if you cut it, then both sides of the shackle remain in place. The bottom line is that you cut it once and it still remains locked and in place. You need to then cut it again to make a big enough gap to get it off the gate, chain or hasp it is attached to. This makes it twice as difficult to get into and often a criminal might give up after one cut. If you’re looking for a high security padlock then make sure it is double locking."
Household,HORSEMAN Long Shackle 7 Levers Steel lock With 3 Keys Very Useful For collapsible gate of Grill Gate (Long Shackle 50mm_127) Size:50mm   HOREMAN T-26 7 Levers Steel Long Shackle Padlock Very Useful For collapsible gate of Grill Gate (50mm)
Household,"Adonai Hardware Black Antique Iron Gate Spring (6"") Size name:6""   It is easy to rely on this screw for your doors. The quality of the screw is of top most perfection where it delivers. You get the best possible spring action with the spring that can be achieved nowhere else. The gate spring comes in a study finish and the smooth action that will make your doors worthwhile. The overall dimension of the spring is 6” that can be easily matched with most of the doors. You get the screws and the rod as an accessory to complete the look."
Household,"RAMSON Major Deluxe Steel Double Locking 7 Lever Lock with 5 Keys (57 MM) Size:57 MM   Ramson Major DX Double Locking with 5 keys Padlock used in your Home, Office,Garage & Shop Door & shutter Etc Why is double locking is much better? Most padlocks will open if you cut the shackle. However, if it is double locked then even if you cut it, then both sides of the shackle remain in place. The bottom line is that you cut it once and it still remains locked and in place. You need to then cut it again to make a big enough gap to get it off the gate, chain or hasp it is attached to. This makes it twice as difficult to get into and often a criminal might give up after one cut. If you’re looking for a high security padlock then make sure it is double locking."
Household,Lepose Sai Metal Letter Box (Red) Mail box made of meatl material with red and ivory in colour for home use.
Household,"Barn Door Handle Black Heavy Duty Carbon Steel Pull Handle for Sliding Barn Door Closet Wooden Gate Hardware Specification: Condition: 100% Brand New Material: Carbon Steel Color: Black Size: approx. 23*5.5cm/9.06*2.17in Weight: approx. 192g / 6.8oz  Package List: 1 Set of Door Handle  Note: 1. Please allow 0-2cm error due to manual measurement. Thanks for your understanding. 2. Monitors are not calibrated same, item color displayed in photos may be showing slightly different from the real object. Please take the real one as standard."
Household,"Wonder Secure Anti Theft Motion Sensor Alarm Lock For Home,Office And Bikes Description:- Heavy Duty Steel Alarm Padlock,Item Description,Ideal for sheds,caravans,gates,bikes,motorcycles etc.,Pick resistant keyhole,Batteries not accessible when locked,Padlock measures approx. 122mm (4.75 inches) high,Weatherproof,Long life batteries included and pre fitted,3 special cut keys.To set the lock alarm simply remove the shackle,turn it round and push the shackle into the housing and turn the key. The unit will emit a short bleep to indicate that the alarm is activated. If the padlock is disturbed,it will activate the full alarm.,Powered by Turbo Lister"
Household,HORSEMAN T-26 7 Levers Steel Door Lock Very Useful for Main Door of Apartments & Marketing Complex (12 Keys_122) Size:12 Keys   HORSEMAN T-26 7 Levers Steel Door Lock Very Useful for Main Door of Apartments & Marketing Complex(12 Keys)
Household,"Adonai Hardware 5"" Elath Black Antique Iron Gate Flip Latch The twisted design on the latch makes it more vulnerable yet very strong. It has the sturdiness required of it and the feminine look that catches the eyeballs easily. The latch can be used for your decors that are set according to a theme or even otherwise. The different metal polishes that are available for this latch can be used to give a different look each time. There is a smart design that runs along all through the latch which is made of cast iron."
Household,"Adonai Hardware 4.25"" Iron Gate Bolt (Supplied as 2 Pieces per Pack) Door bolts is given an all new look and your outlook is going to change forever as the 4.25"" Iron Door Bolt is the one you were looking for your smart interiors. Packed with its original qualities but comes with a range of ten different finishes to suit every mood and your home décor also. Made with mild steel and comes with an extended warranty is just the one you were looking for it is sturdy from inside and fancy from outside."
Household,"Royal Hardware Aluminium Hydraulic Door Closer, 180x 36 x 39.5mm (Silver) Speed: dual body size(MM): 180x 36 x 39.5 wieght of door (Kg.): 60 - 80 specifiaction : body manufactured from special aluminum extruded and machined to extreme accuracy. Rack and pinion manufactured from steel alloy duty machined and heat-treated. Single & double regulating valve independently controls and adjusts closing and latching speeds. Right-hand and left-hand opening doors door / frame mounting door opening angle 180 degrees small & compact size. Best company products"
Household,"Zollyss 10 Pcs/lot Powerful S"" Shape Type Stainless Steel Storage Hanger Hooks Organizer Stainless door hook is Applicable to hote ls , guesthouses , common family and many other places Stainless door hook adopt quality stainless steel material Hanging in the drawer easy to hang on a variety of articles Hanging design is space-saving , convenient and practical Stainless steel door hook with quick demolition,clean and convenient features . Material: stainless steel Color: silver Package Include: 5 pcs Hanger Hooks"
Household,"Docoss Deluxe 5 Pin Chrome Plated Hook Rail Set (Silver, Pack of 3) The unique combination of hook rail which includes 5 point hooks set of 3 pieces. Brass material for durability and long last chrome finish. Made up of brass bacterial which provides durability and long last chrome finish. Easy to install and fix. Smooth edges do not harm your clothes or other soft accessories. These Hooks are of futuristic design and sheer quality that never goes unnoticed. Casual style coordinates with most home decor and provides an abundance of space for hanging items in the entryway, laundry room, bathroom and bedroom. Perfect solution for organizing coats, jackets, hats, baseball caps, scarfs and dog leashes. These Wall mounted take advantage of the unused wall space through out your home making your home seem less cluttered."
Household,"Command Designer Medium Plastic Hook(White, 2 hooks and 4 strips) Damage-Free Hanging Solution - Command Medium White Utility Hooks Looking for simple ideas to organize your accessories and room, which suits your style and takes the least time? We bring to you exclusive range of wire hooks that ensure damage free hanging on walls and holds strongly on multiple surfaces. Command utility hooks blend into high-visibility surfaces so they don't distract from your decor. With Command Medium Utility Hooks, you can easily organize your kitchen, home and office spaces."
Household,"Command Designer Medium Plastic Hook(White, 2 hooks and 4 strips) Damage-Free Hanging Solution - Command Medium White Utility Hooks Looking for simple ideas to organize your accessories and room, which suits your style and takes the least time? We bring to you exclusive range of wire hooks that ensure damage free hanging on walls and holds strongly on multiple surfaces. Command utility hooks blend into high-visibility surfaces so they don't distract from your decor. With Command Medium Utility Hooks, you can easily organize your kitchen, home and office spaces."
Household,"Bhagwati Door / Wall Hook Hanger - 6 Hook Cloth Hanger With Screws (Set Of 4,WHITE ELEGANT) Door / wall hook hanger. Nice looks nice mood. White colour. Elegant 6 hook cloth hanger with screws (Set Of 4)."
Household,"ON GATE Powerful""S"" Shape Type Stainless Steel Storage Hanger Hooks Organizer 10 Pcs/Lot Stainless Door Hook Is Applicable To Hote Ls , Guesthouses , Common Family And Many Other Places Stainless Door Hook Adopt Quality Stainless Steel Material Hanging In The Drawer Easy To Hang On A Variety Of Articles Hanging Design Is Space-Saving , Convenient And Practical Stainless Steel Door Hook With Quick Demolition,Clean And Convenient Features . Material: Stainless Steel Color: Silver Package Include: 5 Pcs Hanger Hooks"
Household,"Km Self Adhesive Plastic Hooks, 7.5 X 3.5Cm, Load Capacity 2Kg, Set Of 6 Size:6 Pieces   This 6 Pc Self Adhesive Hooks instantly adds extra storage in your bathroom or kitchen. They stick fast to most smooth surfaces and require no tools. Just peel off the adhesive sticker and press firmly on tiles or any other smooth surface. Made of Plastic and Stainless Steel, they take a load capacity of up to 2Kg.Product Features:-6 Pcs Self Adhesive Hook Set for Homes, Kitchens, Offices, Changing Rooms and Other Places.Adhesive Wall-Mounting - Stick The Hook on to a Surface Like a Fridge, Kitchen Cabinets, Bathrooms or Wash-Basin Tiles etc.Multipurpose Hooks Which Can Be Used for Hanging Towels, Small Purses, Clothes and Many More Lightweight Items.Plastic and Stainless Steel Body. Sticks on Most Smooth SurfacesSize: 7.5 cm x 3.5 cm. Load Capacity of Up To 2Kg. Material: Plastic and Stainless Steel."
Household,"3M Command Plastic Medium Hooks (White, Pack of 6) Rearrange and get creative with your living space Leaves no holes, marks, sticky residue, or stains. Create a wall space that fits your lifestyle. Works on a variety of surfaces. Holds strongly and removes cleanly. Simplify your decorating and organizing. Rearrange as often as you like with Command Refill Strips. Affordable way to decorate and organize your home, school and office. Available in a wide variety of sizes and styles. Allows for quick and easy decorating. Provide handy and stylish organization. Holds strongly, removes cleanly. Works on a variety of surfaces. Easy to apply, easy to remove."
Household,"Mabalo Plastic Hard Wall Picture Frame Hooks Hangers 4-Pin, 20-Pieces- White Ideal for hanging lightweight picture frames on solid walls or on wooden furniture, also suitable for other small gadgets, cloth or hats. Use a hammer carefully to drive in the hardened pins Not for use on hollow, tiled or soft wall surfaces Load: 5kg(maximum) Width*Length: 2*41mm; Pin Length: 15mm Material: Plastic Color: White Package Includes: Pack of 20 wall hooks"
Household,"Kurtzy Wall Hooks Self Adhesive Sticker Hanger Reusable Waterproof for Door Clothes Kitchen Bedroom & Bathroom Set of 8 Assorted Colours Suitable for Home all Kinds of Scenes :Great for hanging shower and bath accessories in a bathroom or kitchen utensils and tools on a tile backsplashHow to Use : 1. Clean the surface from oil/dust/water. Do keep dry before putting the hook on.2. Peel off the cover starting from the bulge.3. Press the basic of the hook to contact steady from middle to edge. Make sure the basic of the hook contact with the wall totally.4. Test the hook by your hand. It will be Stronger to hold heavy things in hours. How to Remove: Use the hair dryer heating it, then press and hold the prominent position of the basic to remove the hook slowly. No Traces.Notice : 1. Normally on the smooth tile surface, this hook can hold up to 3Kgs. Don't hang overweight items for a long time.2. Please clean the adhesive surface with water and dry it with the hairdryer if it has dust covered before repositioning the hook.3. Please do not hang valuable and fragile items.4. Please do wait 24 hours before attaching anything to these hooks.5. Please pay attention that there are limits on painted walls, It may damage the wall if the paint wall adhesion is poor.Package Contains:8 X Adhesive Wall Hooks (Assorted Colours)."
